district,mandal,village,lat_gis,long_gis,gwl,season,,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
RANGAREDDY,Moinabad,Moinabad,17.33,78.29,2.46,Post-monsoon 2020,,7.44,1440,921.6,0,430,160,0.75,181.589,24.25,61.5,05.09,136,53.482,5.599.095.395,1.130.025.767,C3S1,-2.598.190.789,P.S.
RANGAREDDY,Shamshabad,Palmokole,17.204,78.301,2.94,Post-monsoon 2020,,7.63,1725,1104,0,360,270,0.78,1.049.673,27,179.8,4.7,96,53.482,4.599.095.395,3.645.235.931,C3S1,-1.998.190.789,P.S.
RANGAREDDY,Rajender Nagar,Rajender Nagar,17.316,78.405,4.93,Post-monsoon 2020,,7.79,3928,2513.92,0,440,860,1.44,194.876,178.25,159.6,10.9,392,150.722,1.599.745.066,173.492.083,C4S1,-2.319.490.132,P.S.
RANGAREDDY,Farooqnagar,Shadnagar,17.063.191,78.184.623,17.05,Post-monsoon 2020,,7.6,1716,1098.24,0,340,280,0.44,1.085.105,16.75,57.01,3.38,168,72.93,7.198.766.447,923.834.471,C3S1,-7.597.532.895,P.S.
RANGAREDDY,Shahbad,Shahbad,17.202,78.104,4.57,Post-monsoon 2020,,7.84,957,612.48,0,300,100,0.89,8.858,12.25,56,2.7,112,14.586,3.399.753.289,1.320.494.175,C3S1,-799.506.579,P.S.
RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,7.89,Post-monsoon 2020,,7.67,1568,1003.52,0,260,240,0.48,186.018,20.5,60.15,1.88,152,63.206,6.398.930.921,1.033.841.794,C3S1,-7.597.861.842,P.S.
RANGAREDDY,Talakondapalli,Talakondapalli,16.89,78.413,12.48,Post-monsoon 2020,,7.3,2789,1784.96,0,310,450,0.8,461,30.5,75.25,3.6,272,126.412,1.199.786.184,944.553.888,C4S1,-1.779.572.368,P.S.
RANGAREDDY,Yacharam,Yacharam,17.05,78.67,07.01,Post-monsoon 2020,,7.93,1027,657.28,0,400,60,2.11,26.574,14.25,42.8,3.55,120,29.172,4.199.506.579,908.064.714,C3S1,-399.013.158,P.S.
SANGAREDDY,Andole,Jogipet,17.835.805,78.072.972,18.55,Post-monsoon 2020,,7.5,1691,1082.24,0,420,230,725,819.365,19,137,2.22,128,53.482,5.399.095.395,256.349.356,C3S1,-2.398.190.789,P.S.
SANGAREDDY,Gummadiddla,Gummadiddla,176.849,783.679,13.66,Post-monsoon 2020,,07.06,3050,1952,0,360,550,428,42.761.995,40,101.92,1.99,256,160.446,1.299.728.618,1.229.150.998,C4S1,-1.879.457.237,P.S.
SANGAREDDY,Hathnoora,Borapatla,176.713,781.571,15.34,Post-monsoon 2020,,7.66,732,468.48,0,290,40,1.12,3.445.762,9,45.75,3.24,88,9.724,2.599.835.526,1.233.645.348,C2S1,600.328.947,P.S.
SANGAREDDY,Hathnoora,Nasthipur,177.047,782.185,23.25,Post-monsoon 2020,,7.71,428,273.92,0,150,40,282,1.585.582,5,11.99,6.63,56,9.724,1.799.835.526,388.575.073,C2S1,-599.671.053,P.S.
SANGAREDDY,Jinnaram,Ootla,176.309,783.194,9.98,Post-monsoon 2020,,7.61,1334,853.76,0,380,190,1.63,10.904.198,18,110.8,3.41,104,43.758,4.399.259.868,2.296.794.375,C3S1,-1.198.519.737,P.S.
SANGAREDDY,Kalher,Bachapally,181.386,77.868,13.21,Post-monsoon 2020,,7.6,1371,877.44,0,480,130,0.73,10.080.404,12,84.93,02.08,112,53.482,4.999.095.395,1.651.534.217,C3S1,-398.190.789,P.S.
SANGAREDDY,Kalher,Meerkhanpally,181.237,778.515,5.12,Post-monsoon 2020,,7.26,3140,2009.6,0,570,530,647,18.938.404,46,195.1,67.5,200,131.274,1.039.777.961,2.630.626.129,C4S1,-9.395.559.211,P.S.
SANGAREDDY,Kandi,Byathole,176.111,781.892,15.03,Post-monsoon 2020,,7.48,2458,1573.12,0,370,430,1.82,19.385.733,49,261.1,11.4,184,38.896,6.199.342.105,4.559.384.665,C4S2,-4.998.684.211,P.S.
SANGAREDDY,Patancheru,Isnapur,175.519,782.006,13.41,Post-monsoon 2020,,7.46,2103,1345.92,0,350,430,1.43,8.587.831,38,140.8,0.1,192,58.344,7.199.013.158,2.281.593.837,C3S1,-7.398.026.316,P.S.
SANGAREDDY,Patancheru,Patancheruvu,17.525.833,78.270.166,13.7,Post-monsoon 2020,,7.74,983,629.12,0,350,70,1.37,1.226.833,11,56.37,5.29,104,24.31,3.599.588.816,1.291.795.454,C3S1,-199.177.632,P.S.
SANGAREDDY,R.C.Puram,R.C.Puram,175.091,783.003,21.48,Post-monsoon 2020,,7.61,1246,797.44,0,390,140,1.13,12.290.475,13,79.73,4.26,128,29.172,4.399.506.579,1.652.692.067,C3S1,-999.013.158,P.S.
SIDDIPET,Gajwel,Gajwel,178.447,786.847,11.03,Post-monsoon 2020,,7.55,670,428.8,0,240,50,02.07,465.045,10,50,3.5,56,29.172,2.599.506.579,1.348.331.584,C2S1,-399.013.158,P.S.
SIDDIPET,Jagdevpur,Munigadapa,178.133,788.242,9.73,Post-monsoon 2020,,7.83,1194,764.16,0,230,200,0.59,863.655,14,44,4,80,68.068,4.798.848.684,873.285.627,C3S1,-4.997.697.368,P.S.
SIDDIPET,Mirdoddi,Bhoompalli,181.208,785.972,5.38,Post-monsoon 2020,,8.18,1188,760.32,0,250,180,0.76,456.187,18,142,2.3,24,43.758,2.399.259.868,3.985.858.376,C3S1,201.480.263,P.S.
SIDDIPET,Mulugu,Mulugu,177.214,786.333,36.55,Post-monsoon 2020,,7.76,890,569.6,0,290,100,2.29,225.879,6,93,4,56,29.172,2.599.506.579,2.507.896.747,C3S1,600.986.842,P.S.
SIDDIPET,Nanganur,Rampur,180.888,789.925,5.66,Post-monsoon 2020,,7.96,1364,872.96,0,140,300,0.79,3.698.215,24,98,4,64,58.344,3.999.013.158,2.130.697.632,C3S1,-5.198.026.316,P.S.
SIDDIPET,Raipole,Raipole,179.256,786.181,8.44,Post-monsoon 2020,,7.87,603,385.92,0,230,40,01.03,416.326,7.5,29.6,3.4,40,38.896,2.599.342.105,798.237.551,C2S1,-598.684.211,P.S.
SIDDIPET,Siddipet,Siddipet,181.033,788.375,3.98,Post-monsoon 2020,,7.6,324,207.36,0,100,30,0.97,9.7438,9,11.7,11.9,32,9.724,1.199.835.526,4.644.053,C2S1,-399.671.053,P.S.
SIRCILLA,Gambhiraopet,Narmal,18.283.725,78.552.568,4.73,Post-monsoon 2020,,7.32,1336,855.04,0,320,180,0.9,7.448.772.727,27,147,4,104,19.448,3.399.671.053,3.466.339.132,C3S1,-399.342.105,P.S.
SIRCILLA,Illanthakunta,Illanthukunta,18.311.944,78.956.388,3.51,Post-monsoon 2020,,08.02,758,485.12,0,220,80,0.65,5.777.831.818,16.25,79,6,48,24.31,2.199.588.816,23.159.464,C3S1,822.368,P.S.
SIRCILLA,Konaraopet,Nizamabad,184.703,787.189,3.35,Post-monsoon 2020,,7.62,779,498.56,0,320,20,0.75,4.267.945.455,9.5,43,2,32,53.482,2.999.095.395,1.079.556.756,C3S1,401.809.211,P.S.
SIRCILLA,Sircilla,Sircilla(urban),1.835.555,7.878.308,6.36,Post-monsoon 2020,,7.39,1776,1136.64,0,420,290,0.6,5.717.436.364,26.75,174,7,88,72.93,5.198.766.447,331.796.086,C3S1,-1.997.532.895,P.S.
SIRCILLA,Vemulawada,Vemulawada(rural),18.486.422,78.863.888,6.51,Post-monsoon 2020,,7.98,1244,796.16,0,310,160,0.87,3.804.913.636,36.25,121,4,48,53.482,3.399.095.395,2.853.486.733,C3S1,-598.190.789,P.S.
SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377.197,78.616.814,08.09,Post-monsoon 2020,,7.29,1086,695.04,0,280,130,0.66,5.818.095.455,25,96,8,80,29.172,3.199.506.579,2.333.468.235,C3S1,-799.013.158,P.S.
SURYAPET,Arvapally,Kodur,17.316.549,79.622.842,2.81,Post-monsoon 2020,,7.4,850,544,0,310,30,1.11,57.577,11,55.55,1.46,80,24.31,2.999.588.816,1.394.521.982,C3S1,200.822.368,P.S.
SURYAPET,Arvapally,Nagaram,17.386.693,79.496.965,2.49,Post-monsoon 2020,,7.84,830,531.2,0,300,60,01.04,31,15,51.81,1.64,40,53.482,3.199.095.395,1.259.424.568,C3S1,-398.190.789,P.S.
SURYAPET,Chivemla,B. Chandupatla,17.141.752,79.718.667,01.02,Post-monsoon 2020,,7.71,1275,816,0,520,60,1.12,27,11,64.29,2.48,120,48.62,4.999.177.632,1.250.162.033,C3S1,401.644.737,P.S.
SURYAPET,Mattampalle,Raghunadhapalem,16.753.544,79.885.324,3.22,Post-monsoon 2020,,7.4,1084,693.76,0,310,60,694,143,20,27.17,0.75,176,9.724,4.799.835.526,539.198.437,C3S1,-3.399.671.053,P.S.
SURYAPET,Mellacheruvu,Mellacheruvu,1.683.738,79.904.517,4.91,Post-monsoon 2020,,7.77,991,634.24,0,310,100,1.13,3.494.481,25,90.2,02.04,64,34.034,2.999.424.342,226.443.441,C3S1,201.151.316,P.S.
SURYAPET,Nuthankal,Nuthankal,17.333.829,79.691.828,2.31,Post-monsoon 2020,,7.99,771,493.44,0,280,50,511,947.806,9,32.6,2.26,56,38.896,2.999.342.105,818.420.995,C3S1,-398.684.211,P.S.
SURYAPET,Thungathurthi,Thungathurthi,17.398.742,7.959.122,1.66,Post-monsoon 2020,,07.04,4986,3191.04,0,430,1270,476,1.652.017,110,464.2,55.2,384,116.688,1.439.802.632,5.318.948.907,C4S2,-2.019.605.263,P.S.
VIKARABAD,Bantwaram,Bantwaram,17.445,77.696,3.62,Post-monsoon 2020,,8.47,598,382.72,30,180,30,0.44,26,12,39,3.37,32,29.172,1.999.506.579,1.199.155.082,C2S1,200.986.842,P.S.
VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,09.04,Post-monsoon 2020,,7.94,2693,1723.52,0,440,470,0.59,217.021,37,300,4,184,63.206,7.198.930.921,4.861.378.272,C4S1,-5.597.861.842,P.S.
VIKARABAD,Bomraspet,Bomraspet,17.164.004,77.719.418,11.62,Post-monsoon 2020,,7.29,708,453.12,0,210,90,0.97,1.829.177,22,91,0.82,40,19.448,1.799.671.053,2.949.286.689,C2S1,600.657.895,P.S.
VIKARABAD,Dharoor,Dharoor,17.303,77.774,9.5,Post-monsoon 2020,,08.01,1154,738.56,0,180,240,0.74,24,10,60.3,3.82,80,53.482,4.199.095.395,1.279.415.493,C3S1,-4.798.190.789,P.S.
VIKARABAD,Doma,Doma,17.088,77.836,9.37,Post-monsoon 2020,,8.46,620,396.8,34.034,40,80,01.06,2.400.518,8.25,39.96,6.71,24,34.034,1.999.424.342,1.228.698.013,C2S1,-1.598.848.684,P.S.
VIKARABAD,Doulathabad,Doulathabad,169.983,775.415,4.15,Post-monsoon 2020,,07.06,3197,2046.08,0,290,770,0.36,1.851.322,32,209,63,208,126.412,1.039.786.184,2.818.035.299,C4S1,-1.499.572.368,P.S.
VIKARABAD,Kodangal,Kodangal,170.992,776.011,5.14,Post-monsoon 2020,,7.29,1590,1017.6,0,130,310,0.86,2.210.071,24.25,118,2.29,96,68.068,5.198.848.684,2.250.093.591,C3S1,-7.797.697.368,P.S.
VIKARABAD,Kodangal,Rudraram (S),17.133,77.511,3.72,Post-monsoon 2020,,7.26,650,416,60,150,70,0.37,2.010.766,13,58,4.75,24,34.034,1.999.424.342,1.783.395.514,C2S1,201.151.316,P.S.
VIKARABAD,Marpalli,Marpalli,17.529,77.771,12.82,Post-monsoon 2020,,8.79,460,294.4,50,130,20,0.24,2.599.823,4,42,2.6,24,19.448,1.399.671.053,1.543.506.504,C2S1,800.657.895,P.S.
VIKARABAD,Nawabpet,Vattinenipally(s),17.445,77.983,3.35,Post-monsoon 2020,,8.73,580,371.2,70,140,30,0.38,40,8,35,1.23,24,38.896,2.199.342.105,1.026.109.749,C2S1,-198.684.211,P.S.
VIKARABAD,Parigi,Parigi,17.18,77.88,12.1,Post-monsoon 2020,,6.47,654,418.56,0,170,80,0.35,45,14,34,1.6,48,34.034,2.599.424.342,91.687.998,C2S1,-1.798.848.684,P.S.
VIKARABAD,Peddamul,Peddamul,17.33,77.66,7.74,Post-monsoon 2020,,8.18,1097,702.08,0,150,240,0.61,53,13,56.78,4.72,72,58.344,4.199.013.158,1.204.741.676,C3S1,-5.398.026.316,P.S.
VIKARABAD,Pudur,Pudur,17.264,77.957,5.28,Post-monsoon 2020,,8.42,499,319.36,50,110,40,0.19,473.903,3.5,18,01.01,40,29.172,2.199.506.579,527.693.854,C2S1,-1.199.013.158,P.S.
VIKARABAD,Tandur,Tandur,17.251,77.591,2.55,Post-monsoon 2020,,07.01,1705,1091.2,0,300,350,1.58,34,7,196,1.9,104,38.896,4.199.342.105,415.850.863,C3S1,-2.398.684.211,P.S.
VIKARABAD,Vikarabad,Vikarabad(S),17.321,77.914,8.13,Post-monsoon 2020,,6.28,580,371.2,0,250,20,0.39,15,5,19,0.4,56,29.172,2.599.506.579,512.366.002,C2S1,-199.013.158,P.S.
VIKARABAD,Yalal,Yalal,17.2,77.64,8.6,Post-monsoon 2020,,07.02,552,353.28,0,180,40,02.01,30,11,17,0.68,64,19.448,2.399.671.053,477.139.344,C2S1,-1.199.342.105,P.S.
WANAPARTHY,Atmakuru,Atmakuru,16.337,77.806,2.71,Post-monsoon 2020,,7.51,638,408.32,0,240,50,1.92,1.705.165,8.75,73,02.01,48,14.586,1.799.753.289,2.365.857.246,C2S1,1.200.493.421,P.S.
WANAPARTHY,Ghanpur,Ghanapur,1.656.306,78.046.454,0.45,Post-monsoon 2020,,7.4,640,409.6,0,240,50,1.85,956.664,9,69.79,1.83,48,14.586,1.799.753.289,2.261.824.345,C2S1,1.200.493.421,P.S.
WANAPARTHY,Gopalpet,Gopalpet,163.786,781.348,2.36,Post-monsoon 2020,,07.02,1265,809.6,0,270,230,0.65,509.335,27.75,84.08,1.77,104,43.758,4.399.259.868,1.742.910.389,C3S1,-3.398.519.737,P.S.
WANAPARTHY,Kothakota,Kanaipally,16.388.259,77.960.249,8,Post-monsoon 2020,,7.38,643,411.52,0,250,50,1.84,168.302,8.25,72.96,2.34,56,9.724,1.799.835.526,2.364.506.865,C2S1,1.400.328.947,MR
WANAPARTHY,Pangal,Pangal,1.624.721,78.104.481,2,Post-monsoon 2020,,7,1270,812.8,0,280,220,0.64,372.036,27.75,83.71,02.05,112,38.896,4.399.342.105,173.522.437,C3S1,-3.198.684.211,P.S.
WANAPARTHY,Pebbair,Ayyavaripalli,161.156,780.236,0.8,Post-monsoon 2020,,7.53,635,406.4,0,240,50,1.84,9.3009,8,66.7,1.67,48,14.586,1.799.753.289,2.161.680.525,C2S1,1.200.493.421,P.S.
WANAPARTHY,Peddamandadi,Peddamandadi,164.306,780.251,2.7,Post-monsoon 2020,,7.34,709,453.76,0,260,60,1.86,1.687.449,9,72.09,1.8,64,14.586,2.199.753.289,211.329.537,C2S1,800.493.421,P.S.
WARANGAL (R),Atmakur,Atmakur,180.686,79.738,1.39,Post-monsoon 2020,,8.26,4040,2585.6,0,460,830,0.18,367.607,112.75,312,11,112,262.548,1.359.555.921,367.898.672,C4S1,-1.799.111.842,P.S.
WARANGAL (R),Chennaraopet,Chennaraopet,17.883,798.722,0.65,Post-monsoon 2020,,8.34,2454,1570.56,30,400,500,1.63,4.288.077.273,54.25,246,2,56,136.136,6.997.697.368,4.043.241.599,C4S1,-5.395.394.737,P.S.
WARANGAL (R),Duggondi,Duggondi,180.194,798.077,0.78,Post-monsoon 2020,,8.29,733,469.12,0,160,120,0.32,3.241.222.727,14.75,60,2,16,48.62,2.399.177.632,1.684.194.375,C2S1,-1.598.355.263,P.S.
WARANGAL (R),Khanapur,Khanapur,178.988,79.93,2.16,Post-monsoon 2020,,7.66,1308,837.12,0,380,160,0.74,44.29,20.5,110,5,48,72.93,4.198.766.447,2.334.016.867,C3S1,-797.532.895,P.S.
WARANGAL (R),Narasampet,Narasampet,179.227,798.875,2.23,Post-monsoon 2020,,7.88,1283,821.12,0,330,190,1.79,4.127.022.727,13.75,133,2,32,68.068,3.598.848.684,3.048.189.842,C3S1,-597.697.368,P.S.
WARANGAL (R),Parkal,Parkal,182.016,796.374,1.75,Post-monsoon 2020,,8.31,476,304.64,30,130,40,1.14,3.583.463.636,3.75,42,1,16,29.172,1.599.506.579,1.443.871.151,C2S1,986.842,P.S.
WARANGAL (R),Parvathagiri,Parvathagiri,17.744.466,79.723.991,3.9,Post-monsoon 2020,,08.09,2316,1482.24,0,420,350,0.93,2.450.042.273,47.75,214,2,88,116.688,6.998.026.316,3.517.208.805,C4S1,-5.596.052.632,P.S.
WARANGAL (R),Rayaparthy,Rayaparthy,176.942,795.473,1.24,Post-monsoon 2020,,8.11,1295,828.8,0,340,180,0.87,4.569.922.727,21.5,117,3,48,68.068,3.998.848.684,2.543.844.383,C3S1,-1.197.697.368,P.S.
WARANGAL (R),Sangem,Sangem,178.844,797.113,3.43,Post-monsoon 2020,,7.96,1367,874.88,0,190,320,0.46,1.852.127.273,29.25,132,2,40,72.93,3.998.766.447,287.000.779,C3S1,-4.197.532.895,P.S.
WARANGAL (R),Wardhannapet,Wardhannapet,17.773,795.794,3.74,Post-monsoon 2020,,8.3,554,354.56,20,150,70,0.93,1.892.390.909,9.5,44,1,24,34.034,1.999.424.342,1.352.920.735,C2S1,-598.848.684,P.S.
WARANGAL (U),Dharmasagar,Narayanagiri,179.905,793.769,0.51,Post-monsoon 2020,,8.1,1255,803.2,0,200,200,0.51,9.341.163.636,40.25,108,4,80,43.758,3.799.259.868,2.409.053.359,C3S1,-3.598.519.737,P.S.
WARANGAL (U),Hanamkonda,Hanumkonda,180.008,795.577,4.38,Post-monsoon 2020,,08.05,761,487.04,0,190,90,1.63,5.375.195.455,17.5,72,6,48,24.31,2.199.588.816,2.110.735.959,C3S1,-599.177.632,P.S.
WARANGAL (U),Hanamkonda,Mamnoor,179.069,795.969,1.2,Post-monsoon 2020,,7.97,1615,1033.6,0,200,250,0.85,1.920.575.455,44.5,160,5,88,48.62,4.199.177.632,3.394.767.404,C3S1,-4.398.355.263,P.S.
WARANGAL (U),Hasanparthi,Seethampet,180.776,795.153,0.56,Post-monsoon 2020,,8.26,1932,1236.48,0,360,220,0.99,1.739.389.091,49.25,195,5,80,63.206,4.598.930.921,395.346.895,C3S1,-1.997.861.842,P.S.
WARANGAL (U),Kamalapur,Shanigaram,18.184.083,79.597.194,0.75,Post-monsoon 2020,,8.3,2179,1394.56,30,400,360,4.88,1.185.764.091,38.25,302,12,88,53.482,4.399.095.395,6.260.332.743,C3S1,-198.190.789,P.S.
WARANGAL (U),warangal,Charbowli,179.819,79.607,1.83,Post-monsoon 2020,,8.28,1030,659.2,0,280,110,0.78,5.878.490.909,22,98,4,48,43.758,2.999.259.868,2.460.317.702,C3S1,-398.519.737,P.S.
YADADRI,Alair,Kolanpaka,1.769.706,79.019.595,3.23,Post-monsoon 2020,,7.93,1965,1257.6,0,560,360,0.93,1.873.467,19,290,8.3,48,92.378,49.984.375,5.639.661.383,C3S1,1.203.125,P.S.
YADADRI,B.Pochampalli,B.Pochampalli,17.336.196,78.810.768,2.75,Post-monsoon 2020,,8.58,2188,1400.32,20,410,390,0.55,5.412.238,31,122.1,1.4,144,111.826,8.198.108.553,1.854.090.786,C3S1,-7.796.217.105,P.S.
YADADRI,Bibinagar,Bibinagar,17.460.344,78.801.601,3.39,Post-monsoon 2020,,8.17,1514,968.96,0,320,210,1.28,1.191.401,29,107.65,1.89,120,53.482,5.199.095.395,2.052.684.983,C3S1,-3.998.190.789,P.S.
YADADRI,Choutuppal,D.Malkapur,17.258.259,78.803.218,2.33,Post-monsoon 2020,,08.08,1490,953.6,0,570,110,2.46,332.175,19,133.2,14.4,104,48.62,4.599.177.632,2.700.450.974,C3S1,2.201.644.737,MR
YADADRI,Mothukur,Kanchanapalli,1.740.375,79.339.638,2.7,Post-monsoon 2020,,8.24,1436,919.04,0,340,180,0.44,1.793.745,27,205.8,84.6,40,29.172,2.199.506.579,6.033.299.736,C3S1,2.400.986.842,MR
YADADRI,Rajapet,Bondugala,17.768.305,789.665,2.71,Post-monsoon 2020,,8.73,797,510.08,20,240,90,01.01,3.264.173,9,58.08,2.27,48,43.758,2.999.259.868,1.458.114.818,C3S1,-798.519.737,P.S.
YADADRI,Rajapet,Kurraram,1.777.549,78.929.866,5.28,Post-monsoon 2020,,8.29,435,278.4,0,190,40,0.5,1.851.322,10,33.18,2.17,32,29.172,1.999.506.579,1.020.204.247,C2S1,-199.013.158,P.S.
YADADRI,Rajapet,Rajapet,17.729.431,78.932.968,2.41,Post-monsoon 2020,,7.8,906,579.84,0,230,150,1.37,3.751.363,11,55.93,2.78,96,24.31,3.399.588.816,131.887.546,C3S1,-2.199.177.632,P.S.
YADADRI,Rajapet,Somaram,17.725.671,78.991.785,10.03,Post-monsoon 2020,,7.42,3279,2098.56,0,240,510,0.43,5.784.274,59,295.2,6.8,328,34.034,9.599.424.342,4.142.532.479,C4S2,-1.439.884.868,P.S.
YADADRI,Ramannapet,Ramanapet,17.283.121,79.095.091,3.9,Post-monsoon 2020,,8.7,599,383.36,30,150,70,0.58,5.252.794,12,36.94,1.22,40,38.896,2.599.342.105,99.617.889,C2S1,-1.598.684.211,P.S.
YADADRI,S.Narayanpur,S.Narayanpur,17.144.719,7.886.001,9.9,Post-monsoon 2020,,7.8,2324,1487.36,0,370,370,0.58,3.361.611,33,169.3,2.6,160,97.24,7.998.355.263,2.602.727.956,C4S1,-8.596.710.526,P.S.
YADADRI,Thurkapally,Gandamalla,17.733.101,78.853.831,5.74,Post-monsoon 2020,,8.26,2109,1349.76,0,430,260,01.08,332.175,33,211.3,43.3,48,116.688,5.998.026.316,3.751.176.315,C3S1,-3.396.052.632,P.S.
YADADRI,Valigonda,T. somaram,17.399.953,7.895.229,1.72,Post-monsoon 2020,,8.77,1115,713.6,20,180,220,0.34,4.420.142,15,60.44,03.04,80,53.482,4.199.095.395,1.282.385.944,C3S1,-4.398.190.789,P.S.
YADADRI,Valigonda,Vemulakonda,17.347.782,79.143.433,1.65,Post-monsoon 2020,,7.76,5053,3233.92,0,280,1360,0.44,7.635.596,109,465.2,3.3,400,92.378,137.984.375,5.444.987.846,C4S1,-21.996.875,P.S.
YADADRI,Y.Gutta,Mallapuram,17.633.555,78.911.638,4.92,Post-monsoon 2020,,8.13,2280,1459.2,0,200,340,1.12,5.062.347,34,170.7,5.6,152,97.24,7.798.355.263,2.657.689.111,C4S1,-1.159.671.053,P.S.